state,district,month,enrolment_total,demo_updates_total,bio_updates_total,month_dt,total_updates,total_transactions,enroll_velocity,growth_acceleration,update_churn,center_load_density,enroll_velocity_norm,total_updates_norm,growth_acceleration_norm,center_load_density_norm,update_churn_norm,ASSI_raw,ASSI,StressCategory,high_stress,HighStressNextMonth,risk_probability_before
Maharashtra,Ahmadnagar,2025-04,0.0,96.0,32285.0,2025-04-01,32381.0,32381.0,-26263.0,-26263.0,0.9631182891645103,32381.0,0.38105049542880215,0.23051076704039863,0.5916784642274432,0.13670349526941733,0.00010578292697860185,0.29174740019224826,29.17,🟢 Stable,0,1.0,0.9406977314194264
Maharashtra,Ahmadnagar,2025-05,0.0,0.0,39894.0,2025-05-01,39894.0,39894.0,0.0,26263.0,1.2319807300352048,39894.0,0.5170112752761873,0.2839935931660438,0.8097472069880308,0.1684222525257216,0.0001353131064694155,0.3874842933529926,38.75,🟡 Watchlist,1,1.0,0.8805179181990304
Maharashtra,Ahmadnagar,2025-06,0.0,1792.0,57336.0,2025-06-01,59128.0,59128.0,0.0,0.0,1.4820904875297656,59128.0,0.5170112752761873,0.4209147535148603,0.700712835607737,0.24962531083368866,0.00016278360776851786,0.4120922884855279,41.21,🟡 Watchlist,1,0.0,0.2711460181602714
Maharashtra,Ahmadnagar,2025-07,0.0,0.0,35989.0,2025-07-01,35989.0,35989.0,0.0,0.0,0.6086522687682863,35989.0,0.5170112752761873,0.2561950525004449,0.700712835607737,0.15193592920802318,6.685058234988866e-05,0.35624456603426136,35.62,🟡 Watchlist,0,0.0,0.5502945121882049
Maharashtra,Ahmadnagar,2025-08,0.0,0.0,39472.0,2025-08-01,39472.0,39472.0,0.0,0.0,1.096749096971381,39472.0,0.5170112752761873,0.2809894999110162,0.700712835607737,0.16664063192647224,0.00012046010437556355,0.36465692472297545,36.47,🟡 Watchlist,0,1.0,0.7622476857878565
Maharashtra,Ahmadnagar,2025-09,12130.0,3460.0,122209.0,2025-09-01,125669.0,137799.0,12130.0,12130.0,3.183669850277405,137799.0,0.5798070053736164,0.8946004627157857,0.7510721595556091,0.5817624534013333,0.0003496745094395627,0.6061331181200883,60.61,🔴 Critical,1,1.0,0.9771894318616533
Maharashtra,Ahmadnagar,2025-10,30024.0,1743.0,68722.0,2025-10-01,70465.0,100489.0,17894.0,5764.0,0.5607145699053075,100489.0,0.6096466251824855,0.5016195052500445,0.7246428556601306,0.4242452388089317,6.158540344570267e-05,0.48639112737201523,48.64,🟡 Watchlist,1,1.0,0.9239787829127554
Maharashtra,Ahmadnagar,2025-11,114069.0,2158.0,80413.0,2025-11-01,82571.0,196640.0,84045.0,66151.0,1.1717849743138535,196640.0,0.9521033722290672,0.5877985406655989,0.9753475955810005,0.8301803152033032,0.0001287015787852955,0.7045913498571799,70.46,🔴 Critical,1,0.0,0.21283074553397957
Maharashtra,Ahmadnagar,2025-12,42286.0,4529.0,62361.0,2025-12-01,66890.0,109176.0,-71783.0,-155828.0,0.810080899094124,109176.0,0.1453982584926954,0.4761701370350596,0.053771967334941384,0.46092044768494866,8.8974251200204e-05,0.23529790563934935,23.53,🟢 Stable,0,0.0,0.04136496477569551
Maharashtra,Ahmadnagar,2026-01,2444.0,1552.0,6451.0,2026-01-01,8003.0,10447.0,-39842.0,31941.0,0.11964240331285225,10447.0,0.3107534452232794,0.056970991279587116,0.8333201864914124,0.04410144260606342,1.3140777987059997e-05,0.2652123339316067,26.52,🟢 Stable,0,,0.19730267636575186
Maharashtra,Ahmed Nagar,2025-03,0.0,0.0,185.0,2025-03-01,185.0,185.0,0.0,0.0,0.0,185.0,0.5170112752761873,0.0013169603132229934,0.700712835607737,0.0007768203560708088,0.0,0.26984114907231066,26.98,🟢 Stable,0,0.0,0.010456537186334821
Maharashtra,Ahmed Nagar,2025-04,0.0,0.0,157.0,2025-04-01,157.0,157.0,0.0,0.0,0.8440860215053764,157.0,0.5170112752761873,0.0011176365901405944,0.700712835607737,0.0006586085627556857,9.270916249967524e-05,0.2697874927469177,26.98,🟢 Stable,0,0.0,0.06325332526317695
Maharashtra,Ahmed Nagar,2025-05,0.0,0.0,444.0,2025-05-01,444.0,444.0,0.0,0.0,2.810126582278481,444.0,0.5170112752761873,0.003160704751735184,0.700712835607737,0.0018702794442356974,0.00030864683850170035,0.2705124010709386,27.05,🟢 Stable,0,0.0,0.0040294073166691185
Maharashtra,Ahmed Nagar,2025-06,0.0,48.0,1621.0,2025-06-01,1669.0,1669.0,0.0,0.0,3.750561797752809,1669.0,0.5170112752761873,0.01188111763659014,0.700712835607737,0.007042045401772333,0.00041193839764437385,0.27348376291965426,27.35,🟢 Stable,0,0.0,0.0040294073166691185
Maharashtra,Ahmed Nagar,2025-07,0.0,0.0,1022.0,2025-07-01,1022.0,1022.0,0.0,0.0,0.6119760479041916,1022.0,0.5170112752761873,0.007275315892507564,0.700712835607737,0.004310508606240738,6.721564559246448e-05,0.2718708735514961,27.19,🟢 Stable,0,0.0,0.042835742485637894
Maharashtra,Ahmed Nagar,2025-08,0.0,0.0,1232.0,2025-08-01,1232.0,1232.0,0.0,0.0,1.2043010752688172,1232.0,0.5170112752761873,0.008770243815625555,0.700712835607737,0.005197097056104162,0.00013227294522246658,0.2723873523946996,27.24,🟢 Stable,0,0.0,0.006437437311513408
Maharashtra,Ahmed Nagar,2025-09,289.0,82.0,2776.0,2025-09-01,2858.0,3147.0,289.0,289.0,2.3179237631792375,3147.0,0.5185073977822183,0.0203452571631963,0.7019126579177893,0.013281939348906329,0.00025458633995525053,0.27712617417324076,27.71,🟢 Stable,0,0.0,0.005784233769141502
Maharashtra,Ahmed Nagar,2025-10,727.0,51.0,2057.0,2025-10-01,2108.0,2835.0,438.0,149.0,0.7373207415180133,2835.0,0.5192787550604143,0.015006228866346324,0.7013314291170719,0.011964722223394958,8.098272770572015e-05,0.2756443875477696,27.56,🟢 Stable,0,0.0,0.057121739402764986
Maharashtra,Ahmed Nagar,2025-11,3329.0,72.0,2718.0,2025-11-01,2790.0,6119.0,2602.0,2164.0,1.3229018492176388,6119.0,0.5304815547249515,0.019861185264281902,0.7096969722131117,0.025829276839354393,0.00014529931711404102,0.28342126586340094,28.34,🟢 Stable,0,0.0,0.005032105855004978
Maharashtra,Ahmed Nagar,2025-12,1460.0,132.0,1962.0,2025-12-01,2094.0,3554.0,-1869.0,-4471.0,0.7502687208885704,3554.0,0.5073356594845884,0.014906567004805126,0.6821508786933976,0.015000232201736867,8.240485328643595e-05,0.2692531279192814,26.93,🟢 Stable,0,0.0,0.07422130856371553
Maharashtra,Ahmed Nagar,2026-01,103.0,35.0,131.0,2026-01-01,166.0,269.0,-1357.0,512.0,0.079236276849642,269.0,0.5099862294606711,0.0011817049297027941,0.7028384723646464,0.001131455736016178,8.702820185579778e-06,0.268530701853953,26.85,🟢 Stable,0,,0.06201015818394706
Maharashtra,Ahmednagar,2025-07,0.0,368.0,0.0,2025-07-01,368.0,368.0,0.0,0.0,0.0,368.0,0.5170112752761873,0.002619683217654387,0.700712835607737,0.0015494188623803632,0.0,0.2702827195743649,27.03,🟢 Stable,0,,0.010456537186334821
Maharashtra,Akola,2025-03,8633.0,0.0,28340.0,2025-03-01,28340.0,36973.0,0.0,0.0,0.0,36973.0,0.5170112752761873,0.201744082576971,0.700712835607737,0.15609022937309752,0.0,0.3432449409908016,34.32,🟡 Watchlist,0,0.0,0.04572249122576843
Maharashtra,Akola,2025-04,0.0,0.0,16908.0,2025-04-01,16908.0,16908.0,-8633.0,-8633.0,0.5965915105324442,16908.0,0.4723191451911827,0.1203630539241858,0.6648717767749275,0.07137881391352806,6.552590362441724e-05,0.2918615561064005,29.19,🟢 Stable,0,0.0,0.23176051286381225
Maharashtra,Akola,2025-05,0.0,0.0,29305.0,2025-05-01,29305.0,29305.0,0.0,8633.0,1.7331007155952451,29305.0,0.5170112752761873,0.20861363231891794,0.7365538944405465,0.1237170854037988,0.0001903530111585903,0.34730312154912923,34.73,🟡 Watchlist,0,0.0,0.12147828049014206
Maharashtra,Akola,2025-06,2092.0,963.0,32691.0,2025-06-01,33654.0,35746.0,2092.0,2092.0,1.1483655224186173,35746.0,0.5278413385378379,0.239572877736252,0.7093980545441714,0.15091001971603837,0.00012612933174400865,0.3563885873345241,35.64,🟡 Watchlist,0,0.0,0.13696417265116054
Maharashtra,Akola,2025-07,0.0,637.0,19940.0,2025-07-01,20577.0,20577.0,-2092.0,-4184.0,0.6114098945179023,20577.0,0.5061812120145367,0.14648158035237585,0.6833423977348684,0.08686878068757044,6.71534628232301e-05,0.3128745677612608,31.29,🟡 Watchlist,0,0.0,0.1840720201256811
Maharashtra,Akola,2025-08,0.0,0.0,18512.0,2025-08-01,18512.0,18512.0,0.0,2092.0,0.8996015161823306,18512.0,0.5170112752761873,0.13178145577504893,0.7093980545441714,0.07815066093058011,9.880663939909907e-05,0.3158152138071402,31.58,🟡 Watchlist,0,0.0,0.34220811279367735
Maharashtra,Akola,2025-09,3623.0,1502.0,41546.0,2025-09-01,43048.0,46671.0,3623.0,3623.0,2.3252849349106035,46671.0,0.5357671639936634,0.30644598683039687,0.7157542066434452,0.19703372835774263,0.0002553948453076009,0.3832974975151616,38.33,🟡 Watchlist,0,0.0,0.11505194774897677
Maharashtra,Akola,2025-10,6575.0,788.0,29120.0,2025-10-01,29908.0,36483.0,2952.0,-671.0,0.6947431996097471,36483.0,0.5322934677945393,0.21290621106958532,0.6979270889985844,0.15402152299008287,7.630627512737941e-05,0.34900001190552954,34.9,🟡 Watchlist,0,1.0,0.8752566810766922
Maharashtra,Akola,2025-11,27623.0,1060.0,38458.0,2025-11-01,39518.0,67141.0,21048.0,18096.0,1.3212745327493396,67141.0,0.625974550386714,0.281316960313223,0.7758408097347521,0.28345499297062016,0.0001451205827871428,0.4245310566549458,42.45,🟡 Watchlist,1,0.0,0.14160494373834362
Maharashtra,Akola,2025-12,10779.0,776.0,21666.0,2025-12-01,22442.0,33221.0,-16844.0,-37892.0,0.5678787418709987,33221.0,0.4298116645786525,0.1597579640505428,0.5433991090592812,0.14024984906887103,6.237227156817003e-05,0.277119062170221,27.71,🟢 Stable,0,0.0,0.2604429066442956
Maharashtra,Akola,2026-01,987.0,359.0,2688.0,2026-01-01,3047.0,4034.0,-9792.0,7052.0,0.13576616316891682,4034.0,0.46631912448360474,0.02169069229400249,0.7299901606267307,0.01702672008713898,1.4911711558422439e-05,0.2705567310895526,27.06,🟢 Stable,0,,0.041849900032679854
Maharashtra,Amravati,2025-03,13768.0,0.0,48164.0,2025-03-01,48164.0,61932.0,0.0,0.0,0.0,61932.0,0.5170112752761873,0.3428652785193095,0.700712835607737,0.261463377564246,0.0,0.3943312122050585,39.43,🟡 Watchlist,1,0.0,0.04681701223427464
Maharashtra,Amravati,2025-04,0.0,0.0,40945.0,2025-04-01,40945.0,40945.0,-13768.0,-13768.0,0.8500986193293886,40945.0,0.44573579201308716,0.29147535148602954,0.6435531346914714,0.17285941662479998,9.336954887560101e-05,0.33895633073912473,33.9,🟡 Watchlist,0,1.0,0.9314810604169689
Maharashtra,Amravati,2025-05,181.0,0.0,44734.0,2025-05-01,44734.0,44915.0,181.0,13949.0,1.0925120890929516,44915.0,0.5179482931778884,0.3184481224417156,0.7586239823306444,0.1896201601769799,0.00011999473776374222,0.38928492360824146,38.93,🟡 Watchlist,1,1.0,0.8400055125193517
Maharashtra,Amravati,2025-06,1003.0,1616.0,73633.0,2025-06-01,75249.0,76252.0,822.0,641.0,1.682105733765508,76252.0,0.5212666825424764,0.5356753870795515,0.7033740331881645,0.321920266145409,0.00018475203929473988,0.4532260767708454,45.32,🟡 Watchlist,1,0.0,0.5127453026251069
Maharashtra,Amravati,2025-07,2016.0,684.0,37062.0,2025-07-01,37746.0,39762.0,1013.0,191.0,0.5016079734219269,39762.0,0.5222554693890229,0.2687026161238655,0.7015057977572872,0.16786496835723602,5.509350224301752e-05,0.3632286902086014,36.32,🟡 Watchlist,0,0.0,0.5647444868063164
Maharashtra,Amravati,2025-08,0.0,0.0,31097.0,2025-08-01,31097.0,31097.0,-2016.0,-3029.0,0.8238270591040348,31097.0,0.5065746559953614,0.22137035059619148,0.6881375353407869,0.1312826401759667,9.048404398155174e-05,0.3393197273490378,33.93,🟡 Watchlist,0,1.0,0.8994088837151356
Maharashtra,Amravati,2025-09,6517.0,2291.0,76057.0,2025-09-01,78348.0,84865.0,6517.0,8533.0,2.519390314489678,84865.0,0.5507490966319124,0.5577362520021356,0.7361387310114627,0.35828305813909306,0.00027671417381083086,0.4781330492077402,47.81,🟡 Watchlist,1,1.0,0.9396411270905803
Maharashtra,Amravati,2025-10,12192.0,1085.0,50363.0,2025-10-01,51448.0,63640.0,5675.0,-842.0,0.6566516483937255,63640.0,0.5463901514759326,0.36624310375511654,0.6972171595348509,0.2686742969564685,7.21225358856695e-05,0.4079137086385856,40.79,🟡 Watchlist,1,1.0,0.9611549185424423
Maharashtra,Amravati,2025-11,41628.0,1191.0,70801.0,2025-11-01,71992.0,113620.0,29436.0,23761.0,1.3992886159109021,113620.0,0.6693983413230071,0.512489766862431,0.7993598179923527,0.4796823480239632,0.0001536891648141139,0.5273193962231466,52.73,🟡 Watchlist,1,0.0,0.3131566322320889
Maharashtra,Amravati,2025-12,18628.0,1266.0,44433.0,2025-12-01,45699.0,64327.0,-23000.0,-52436.0,0.6347700470879113,64327.0,0.3979427021318451,0.3253176721836626,0.48301773993332475,0.2715747077424503,6.971919679518686e-05,0.31816530560642864,31.82,🟡 Watchlist,0,0.0,0.05387243178880375
Maharashtra,Amravati,2026-01,1314.0,447.0,4202.0,2026-01-01,4649.0,5963.0,-17314.0,5686.0,0.10172866520787746,5963.0,0.4273785241709203,0.033094856736074034,0.7243190281854452,0.02517066827659871,1.1173244329780786e-05,0.2637594270919769,26.38,🟢 Stable,0,,0.14809781489006957
Maharashtra,Aurangabad,2025-03,20373.0,345.0,33233.0,2025-03-01,33578.0,53951.0,0.0,0.0,0.0,53951.0,0.5170112752761873,0.2390318562021712,0.700712835607737,0.22776879461967464,0.0,0.36331866918408817,36.33,🟡 Watchlist,0,0.0,0.04234908892290951
Maharashtra,Aurangabad,2025-04,4452.0,791.0,30242.0,2025-04-01,31033.0,35485.0,-15921.0,-15921.0,0.9241788022275828,35485.0,0.43458993818787983,0.22091475351486028,0.6346146660632959,0.14980811692835097,0.00010150605574733648,0.31328554958595894,31.33,🟡 Watchlist,0,1.0,0.8818871487155253
Maharashtra,Aurangabad,2025-05,5228.0,0.0,41794.0,2025-05-01,41794.0,47022.0,776.0,16697.0,1.3467165044789586,47022.0,0.5210285453961877,0.2975191315180637,0.770032673361869,0.19851559762394294,0.00014791497083681908,0.3884429807901536,38.84,🟡 Watchlist,1,0.0,0.18663667597670416
Maharashtra,Aurangabad,2025-06,2675.0,2326.0,46059.0,2025-06-01,48385.0,51060.0,-2553.0,-3329.0,1.1576743629620767,51060.0,0.5037946636571653,0.34443851219078125,0.6868920450535353,0.21556342695988817,0.00012715175693366884,0.381790289780217,38.18,🟡 Watchlist,0,0.0,0.13516886416961946
Maharashtra,Aurangabad,2025-07,0.0,3835.0,40978.0,2025-07-01,44813.0,44813.0,-2675.0,-122.0,0.9261563262100607,44813.0,0.5031630825300518,0.3190105000889838,0.7002063362242547,0.18918953150133197,0.00010172325469100762,0.3739783511130133,37.4,🟡 Watchlist,0,0.0,0.3253806905296865
Maharashtra,Aurangabad,2025-08,0.0,0.0,43346.0,2025-08-01,43346.0,43346.0,0.0,2675.0,0.9672423796135137,43346.0,0.5170112752761873,0.30856736074034524,0.7118184573357302,0.18299607790157177,0.0001062358914417713,0.3762236975402312,37.62,🟡 Watchlist,0,1.0,0.8756094737422913
Maharashtra,Aurangabad,2025-09,10370.0,4978.0,62725.0,2025-09-01,67703.0,78073.0,10370.0,10370.0,1.5618843287886128,78073.0,0.570695671080832,0.481957643708845,0.7437652832037331,0.3296082545606532,0.0001715476673634707,0.4613833556723684,46.14,🟡 Watchlist,1,1.0,0.9319176675836995
Maharashtra,Aurangabad,2025-10,25054.0,2166.0,46032.0,2025-10-01,48198.0,73252.0,14684.0,4314.0,0.7118929457639135,73252.0,0.5930287938871229,0.3431073144687667,0.7186229859384147,0.30925471686164574,7.818989665708943e-05,0.4241585602904008,42.42,🟡 Watchlist,1,1.0,0.9532496584668408
Maharashtra,Aurangabad,2025-11,57419.0,2932.0,55863.0,2025-11-01,58795.0,116214.0,32365.0,17681.0,1.2198385858627772,116214.0,0.6845614652682148,0.4185442249510589,0.7741178815040541,0.49063382630465713,0.00013397948881849352,0.5042151697246505,50.42,🟡 Watchlist,1,0.0,0.12616943182034934
Maharashtra,Aurangabad,2025-12,31450.0,2284.0,47492.0,2025-12-01,49776.0,81226.0,-25969.0,-58334.0,0.8465882032791346,81226.0,0.38257250240725593,0.354340630005339,0.4585314008859588,0.3429197468578883,9.29839865943254e-05,0.3273864729070129,32.74,🟡 Watchlist,0,0.0,0.1286131098521486
Maharashtra,Aurangabad,2026-01,2268.0,927.0,5111.0,2026-01-01,6038.0,8306.0,-29182.0,-3213.0,0.12130100247102076,8306.0,0.3659391404284398,0.042982737141840185,0.6873736346312727,0.03506246226721776,1.3322948210187533e-05,0.24496656410113873,24.5,🟢 Stable,0,,0.16073899353860224
Maharashtra,Beed,2025-03,26479.0,0.0,23770.0,2025-03-01,23770.0,50249.0,0.0,0.0,0.0,50249.0,0.5170112752761873,0.16921160348816516,0.700712835607737,0.21213950680351087,0.0,0.34351921283316217,34.35,🟡 Watchlist,0,0.0,0.04677942967745487
Maharashtra,Beed,2025-04,2673.0,450.0,38498.0,2025-04-01,38948.0,41621.0,-23806.0,-23806.0,1.6384670396701864,41621.0,0.3937701251773086,0.277259298807617,0.6018790296800336,0.17571338706340794,0.0001799590363553694,0.31451716384720263,31.45,🟡 Watchlist,0,0.0,0.4003540874578705
Maharashtra,Beed,2025-05,2661.0,444.0,34582.0,2025-05-01,35026.0,37687.0,-12.0,23794.0,0.8992785437366813,37687.0,0.5169491525423728,0.24933974016728955,0.7994968219239504,0.15910463010263315,9.877116611298396e-05,0.37535209775251765,37.54,🟡 Watchlist,0,1.0,0.8753477606333151
Maharashtra,Beed,2025-06,5272.0,2531.0,45211.0,2025-06-01,47742.0,53014.0,2611.0,2623.0,1.3630056813315443,53014.0,0.5305281467753123,0.3398611852642819,0.7116025723526066,0.22381292139337927,0.00014970407278299162,0.39351224130034423,39.35,🟡 Watchlist,1,0.0,0.13965421658622645
Maharashtra,Beed,2025-07,3093.0,2283.0,34959.0,2025-07-01,37242.0,40335.0,-2179.0,-4790.0,0.7800515258781392,40335.0,0.505730822194382,0.26511478910838226,0.6808265073546201,0.17028408827043479,8.567601148255172e-05,0.35443216893890267,35.44,🟡 Watchlist,0,0.0,0.46517161315332917
Maharashtra,Beed,2025-08,0.0,0.0,27245.0,2025-08-01,27245.0,27245.0,-3093.0,-914.0,0.7315468678677872,27245.0,0.5009991406355155,0.19394910126357004,0.6969182418659106,0.11502007489561475,8.034856130934179e-05,0.33038577236649214,33.04,🟡 Watchlist,0,1.0,0.7731681515569769
Maharashtra,Beed,2025-09,8432.0,2311.0,75049.0,2025-09-01,77360.0,85792.0,8432.0,11525.0,2.8393158628789545,85792.0,0.5606628495698001,0.5507029720590852,0.7485604208096517,0.3621967128677759,0.00031185280766774784,0.48192982442046817,48.19,🟡 Watchlist,1,1.0,0.9362291974516057
Maharashtra,Beed,2025-10,27269.0,1153.0,35113.0,2025-10-01,36266.0,63535.0,18837.0,10405.0,0.4687891831801554,63535.0,0.6145284366814036,0.2581669336180815,0.7439105904039125,0.26823100273153677,5.148889029583606e-05,0.40719833439892866,40.72,🟡 Watchlist,1,1.0,0.9426909843859692
Maharashtra,Beed,2025-11,65999.0,1577.0,41940.0,2025-11-01,43517.0,109516.0,38730.0,19893.0,1.199906250861665,109516.0,0.7175123986622904,0.309784659192027,0.783301296555389,0.4623558766037752,0.0001317902450239802,0.482857673801977,48.29,🟡 Watchlist,1,0.0,0.058351145662329955
Maharashtra,Beed,2025-12,25627.0,1010.0,34487.0,2025-12-01,35497.0,61124.0,-40372.0,-79102.0,0.8156854634863735,61124.0,0.30800969114647503,0.25269264993771134,0.37231025993382294,0.25805212295715246,8.958982171996487e-05,0.2533588941746421,25.34,🟢 Stable,0,0.0,0.15301101391729893
Maharashtra,Beed,2026-01,1881.0,478.0,3158.0,2026-01-01,3636.0,5517.0,-23746.0,16626.0,0.1024283058200462,5517.0,0.3940807388463808,0.02588360918312867,0.7697379073272194,0.023287723283079247,1.12500885062656e-05,0.26243351447855906,26.24,🟢 Stable,0,,0.16993332760930965
Maharashtra,Bhandara,2025-03,2997.0,0.0,15576.0,2025-03-01,15576.0,18573.0,0.0,0.0,0.0,18573.0,0.5170112752761873,0.11088093966898024,0.700712835607737,0.07840819376601663,0.0,0.3088768499227418,30.89,🟡 Watchlist,0,0.0,0.010456537186334821
Maharashtra,Bhandara,2025-04,0.0,0.0,13959.0,2025-04-01,13959.0,13959.0,-2997.0,-2997.0,0.8961289080053926,13959.0,0.501496122506031,0.0993699946609717,0.6882703876380938,0.05892857896758886,9.842522969964772e-05,0.2967246574489628,29.67,🟢 Stable,0,0.0,0.07817506068148261
Maharashtra,Bhandara,2025-05,0.0,0.0,13737.0,2025-05-01,13737.0,13737.0,0.0,2997.0,0.984025787965616,13737.0,0.5170112752761873,0.0977896422851041,0.7131552835773802,0.05799132832059038,0.00010807927670413884,0.3050461972453931,30.5,🟡 Watchlist,0,0.0,0.0353300769717349
Maharashtra,Bhandara,2025-06,317.0,498.0,22723.0,2025-06-01,23221.0,23538.0,317.0,317.0,1.6902751492211385,23538.0,0.5186523508277854,0.16530343477487097,0.7020289036779328,0.09936967783064471,0.00018564931711442543,0.32632802620841456,32.63,🟡 Watchlist,0,0.0,0.03295989880124218
Maharashtra,Bhandara,2025-07,0.0,0.0,8348.0,2025-07-01,8348.0,8348.0,-317.0,-634.0,0.35948669365257085,8348.0,0.5153701997245892,0.0594269442961381,0.6980806994673453,0.035239779957190444,3.948378417506453e-05,0.28860731545985574,28.86,🟢 Stable,0,0.0,0.05430744213780769
Maharashtra,Bhandara,2025-08,0.0,0.0,8482.0,2025-08-01,8482.0,8482.0,0.0,317.0,1.015930051503174,8482.0,0.5170112752761873,0.0603808506851753,0.7020289036779328,0.03580550782519853,0.0001115834427220298,0.2901413759161153,29.01,🟢 Stable,0,0.0,0.009170361028452333
Maharashtra,Bhandara,2025-09,3116.0,634.0,23483.0,2025-09-01,24117.0,27233.0,3116.0,3116.0,2.842980077802664,27233.0,0.5331424784900034,0.17168179391350774,0.7136493280579901,0.1149694126984797,0.00031225526226140416,0.33622818390658704,33.62,🟡 Watchlist,0,0.0,0.02008646995261232
Maharashtra,Bhandara,2025-10,7239.0,266.0,20074.0,2025-10-01,20340.0,27579.0,4123.0,1007.0,0.8433535118998259,27579.0,0.5383556112359318,0.14479444741057126,0.7048935313386114,0.11643017271587372,9.262870819724235e-05,0.3292446411429587,32.92,🟡 Watchlist,0,0.0,0.4429616226031451
Maharashtra,Bhandara,2025-11,13695.0,453.0,21815.0,2025-11-01,22268.0,35963.0,6456.0,2333.0,1.0947347721350966,35963.0,0.5504333060683557,0.1585193094856736,0.7103985984082635,0.15182616111423058,0.00012023886345483233,0.34210983356681285,34.21,🟡 Watchlist,0,0.0,0.1299398671580486
Maharashtra,Bhandara,2025-12,7323.0,554.0,15242.0,2025-12-01,15796.0,23119.0,-6372.0,-12828.0,0.7093268669450806,23119.0,0.48402410362071996,0.11244705463605624,0.6474556709248596,0.09760072278067912,7.790805450813656e-05,0.29326071837444406,29.33,🟢 Stable,0,0.0,0.13979058501045885
Maharashtra,Bhandara,2026-01,477.0,180.0,1106.0,2026-01-01,1286.0,1763.0,-6846.0,-474.0,0.0814078622523264,1763.0,0.4815702556350496,0.009154653852998754,0.6987449609538795,0.007438899279330245,8.941333629529881e-06,0.26354739565473195,26.35,🟢 Stable,0,,0.03812701691044567
Maharashtra,Bid,2025-03,0.0,0.0,854.0,2025-03-01,854.0,854.0,0.0,0.0,0.0,854.0,0.5170112752761873,0.0060793735540131694,0.700712835607737,0.0036012378463499994,0.0,0.27145541500605,27.15,🟢 Stable,0,0.0,0.010456537186334821
